player,year,wins,losses
Hubert Hurkacz,2017,0,2
Hugo Armando,2000,0,1
Hugo Armando,2002,0,2
Hugo Armando,2003,0,4
Hyeon Chung,2013,0,1
Hyung-Taik Lee,2009,0,2
Igor Andreev,2013,0,6
Igor Kunitsyn,1999,0,1
Igor Kunitsyn,2003,0,2
Igor Sijsling,2007,0,1
Igor Sijsling,2017,0,2
Illya Marchenko,2018,0,5
Inigo Cervantes,2013,0,2
Inigo Cervantes,2017,0,5
Inigo Cervantes,2018,0,1
Irakli Labadze,1999,0,2
Ivan Dodig,2018,0,1
Ivan Navarro,2004,0,1
Ivo Heuberger,2008,0,1
Ivo Klec,2004,0,1
Ivo Klec,2014,0,4
Ivo Klec,2015,0,2
Izak Van der Merwe,2013,0,3
Jack Sock,2010,0,3
Jack Sock,2019,0,3
James Blake,1998,0,1
James Blake,2000,0,4
James Duckworth,2010,0,2
James Duckworth,2011,0,2
James Duckworth,2017,0,2
James Duckworth,2019,0,2
James Ward,2007,0,2
James Ward,2008,0,1
James Ward,2011,0,7
James Ward,2017,0,2
Jan Hajek,2014,0,5
Jan Hernych,2018,0,1
Jan Kroslak,2001,0,1
Jan Mertl,2010,0,1
Jan Mertl,2011,0,3
Jan Siemerink,2002,0,2
Jan-Lennard Struff,2009,0,3
Jan-Lennard Struff,2011,0,3
Jan-Michael Gambill,2007,0,3
Jared Donaldson,2014,0,1
Jarkko Nieminen,2000,0,1
Jarkko Nieminen,2001,0,1
Jaume Munar,2016,0,2
Jaume Munar,2017,0,3
Javier Marti,2010,0,1
Javier Marti,2015,0,3
Javier Marti,2018,0,1
Jeff Morrison,1999,0,2
Jeff Morrison,2000,0,1
Jeff Tarango,2002,0,1
Jerome Golmard,2003,0,2
Jerzy Janowicz,2008,0,1
Jerzy Janowicz,2016,0,3
Jesse Huta Galung,2016,0,1
Jesse Levine,2006,0,1
Jesse Witten,2005,0,1
Jesse Witten,2006,0,1
Jesse Witten,2012,0,1
Jesse Witten,2014,0,1
Jesse Witten,2015,0,1
Jimmy Wang,2008,0,4
Jiri Vanek,2010,0,2
Jiri Vesely,2012,0,1
Jo-Wilfried Tsonga,2005,0,1
Joachim Johansson,2000,0,2
Joachim Johansson,2001,0,1
Joao Souza,2007,0,1
Joao Souza,2019,0,1
John van Lottum,2001,0,3
John van Lottum,2006,0,1
John-Patrick Smith,2019,0,2
Jonathan Eysseric,2008,0,1
Jonathan Eysseric,2009,0,2
Jonathan Eysseric,2011,0,3
Jonathan Eysseric,2012,0,1
Jonathan Eysseric,2016,0,3
Jonathan Eysseric,2018,0,1
Jonathan Eysseric,2019,0,1
Jordan Thompson,2015,0,3
Joseph Sirianni,1999,0,1
Joseph Sirianni,2000,0,1
Joseph Sirianni,2006,0,1
Joseph Sirianni,2011,0,1
Josselin Ouanna,2014,0,1
Juan Antonio Marin,2004,0,1
Juan Balcells,1999,0,1
Juan Balcells,2003,0,2
Juan Ignacio Chela,1999,0,2
Juan Ignacio Londero,2011,0,1
Juan Ignacio Londero,2013,0,1
Juan Monaco,2017,0,1
Juan Pablo Brzezicki,2005,0,2
Juan Pablo Brzezicki,2006,0,1
Julian Reister,2006,0,1
Julien Benneteau,2002,0,2
Julio Silva,2005,0,1
Julio Silva,2006,0,2
Jurgen Melzer,2000,0,2
Jurgen Melzer,2019,0,1
Jurgen Zopp,2019,0,2
Kenny De Schepper,2019,0,2
Kevin Kim,1999,0,2
Kevin Kim,2003,0,1
Kevin Kim,2013,0,1
Konstantin Kravchuk,2008,0,1
Konstantin Kravchuk,2019,0,1
Kristian Pless,2005,0,1
Kyle Edmund,2014,0,3
Lars Burgsmuller,2008,0,1
Laurent Recouderc,2011,0,1
Lorenzo Giustino,2019,0,1
Lorenzo Sonego,2016,0,1
Lorenzo Sonego,2017,0,1
Luca Vanni,2009,0,1
Luca Vanni,2014,0,1
Luis Horna,1999,0,1
Luka Gregorc,2005,0,1
Luka Gregorc,2010,0,6
Lukas Dlouhy,2011,0,1
Lukasz Kubot,2005,0,1
Lukasz Kubot,2008,0,1
Mackenzie McDonald,2014,0,1
Mackenzie McDonald,2016,0,4
Malek Jaziri,2010,0,3
Marc Gicquel,2004,0,1
Marcel Granollers,2006,0,1
Marco Chiudinelli,2003,0,1
Marco Chiudinelli,2008,0,1
Marco Trungelliti,2009,0,1
Marco Trungelliti,2011,0,1
Marcos Daniel,2002,0,1
Marcos Daniel,2005,0,2
Marcos Daniel,2011,0,3
Mariano Puerta,2004,0,1
Mariano Puerta,2009,0,2
Mariano Zabaleta,2008,0,2
Marinko Matosevic,2018,0,1
Mario Ancic,2010,0,2
Marius Copil,2007,0,1
Marius Copil,2008,0,1
Markus Hantschk,2003,0,1
Markus Hantschk,2004,0,1
Markus Hipfl,2005,0,1
Marsel Ilhan,2008,0,2
Marsel Ilhan,2018,0,2
Martin Alund,2008,0,1
Martin Alund,2009,0,1
Martin Alund,2010,0,2
Martin Alund,2015,0,1
Martin Damm,2002,0,1
Martin Klizan,2008,0,1
Martin Vassallo Arguello,2002,0,2
Martin Vassallo Arguello,2003,0,2
Martin Verkerk,2000,0,1
Martin Verkerk,2001,0,1
Martin Verkerk,2007,0,7
Martin Verkerk,2008,0,3
Marton Fucsovics,2010,0,3
Mate Pavic,2011,0,1
Mate Pavic,2013,0,5
Matthew Ebden,2008,0,1
Matthew Ebden,2016,0,4
Matwe Middelkoop,2010,0,1
Matwe Middelkoop,2015,0,1
Matwe Middelkoop,2017,0,1
Maxime Teixeira,2016,0,1
Maximilian Marterer,2014,0,2
Maximilian Marterer,2015,0,2
Michael Berrer,2004,0,1
Michael Berrer,2005,0,1
Michael Chang,1998,0,3
Michael Kohlmann,1998,0,2
Michael Kohlmann,2001,0,1
Michael Kohlmann,2003,0,1
Michael Kohlmann,2007,0,2
Michael Kohlmann,2009,0,1
Michael Lammer,2006,0,2
Michael Lammer,2013,0,2
Michael Lammer,2014,0,2
Michael Lammer,2015,0,1
Michael Mmoh,2019,0,2
Michael Russell,2006,0,2
Michal Przysiezny,2004,0,2
Michal Przysiezny,2006,0,1
Michal Przysiezny,2018,0,1
Michel Kratochvil,2007,0,5
Mikhail Elgin,2002,0,1
Mikhail Elgin,2004,0,1
Mikhail Elgin,2007,0,1
Mikhail Elgin,2014,0,2
Mikhail Elgin,2016,0,1
Mikhail Ledovskikh,2005,0,1
Mikhail Ledovskikh,2006,0,2
Mikhail Ledovskikh,2014,0,1
Mikhail Ledovskikh,2016,0,1
Milos Raonic,2008,0,1
Mirza Basic,2008,0,1
Mitchell Krueger,2013,0,1
Mitchell Krueger,2014,0,2
Nick Kyrgios,2012,0,2
Nicolas Almagro,2004,0,3
Nicolas Almagro,2018,0,1
Nicolas Jarry,2013,0,1
Nicolas Jarry,2016,0,2
Nicolas Mahut,2000,0,2
Nicolas Mahut,2002,0,1
Nicolas Mahut,2005,0,2
Nicolas Massu,1998,0,2
Nicolas Massu,2012,0,1
Nicolas Massu,2013,0,1
Nikola Mektic,2008,0,1
Nikola Mektic,2009,0,1
Nikola Mektic,2014,0,4
Noah Rubin,2013,0,1
Noah Rubin,2014,0,1
Noam Okun,1999,0,1
Noam Okun,2000,0,1
Noam Okun,2007,0,4
Norbert Gombos,2011,0,1
Oliver Marach,1999,0,1
Oliver Marach,2002,0,2
Oliver Marach,2011,0,2
Olivier Patience,2002,0,2
Olivier Patience,2003,0,1
Olivier Patience,2011,0,4
Pablo Carreno Busta,2010,0,1
Paolo Lorenzi,2006,0,1
Paul Capdeville,2004,0,1
Paul Goldstein,2002,0,2
Pavol Cervenak,2014,0,1
Pedro Sousa,2007,0,1
Pedro Sousa,2009,0,1
Pedro Sousa,2013,0,2
Pedro Sousa,2014,0,1
Pedro Sousa,2016,0,1
Pere Riba,2017,0,2
Peter Gojowczyk,2007,0,1
Peter Gojowczyk,2011,0,1
Peter Polansky,2006,0,1
Peter Polansky,2007,0,1
Peter Polansky,2015,0,2
Peter Polansky,2019,0,7
Peter Wessels,2003,0,1
Peter Wessels,2004,0,2
Peter Wessels,2009,0,1
Philipp Kohlschreiber,2002,0,2
Philipp Oswald,2007,0,1
Philipp Oswald,2019,0,1
Philipp Petzschner,2005,0,2
Philipp Petzschner,2018,0,1
Pierre-Hugues Herbert,2008,0,1
Pierre-Hugues Herbert,2011,0,1
Potito Starace,2015,0,1
Prakash Amritraj,2002,0,1
Prakash Amritraj,2005,0,1
Quentin Halys,2014,0,1
Radek Stepanek,1999,0,2
Raemon Sluiter,1999,0,2
Raemon Sluiter,2008,0,1
Rajeev Ram,2002,0,1
Rajeev Ram,2004,0,1
Rajeev Ram,2006,0,1
Rajeev Ram,2018,0,1
Ramkumar Ramanathan,2012,0,2
Ramon Delgado,2004,0,1
Renzo Olivo,2011,0,1
Rhyne Williams,2008,0,1
Ricardas Berankis,2009,0,1
Ricardas Berankis,2017,0,5
Ricardo Hocevar,2013,0,3
Ricardo Hocevar,2014,0,2
Ricardo Hocevar,2015,0,1
Ricardo Mello,2002,0,1
Ricardo Mello,2013,0,1
Richard Fromberg,2002,0,1
Rik De Voest,2014,0,2
Robert Farah,2016,0,1
Robert Kendrick,2005,0,1
Robert Kendrick,2014,0,1
Roberto Carballes Baena,2012,0,1
Roberto Carballes Baena,2013,0,1
Robin Haase,2006,0,1
Robin Soderling,2002,0,2
Robin Vik,2010,0,1
Roger Federer,1998,0,1
Rogerio Dutra Silva,2009,0,2
Rohan Bopanna,2002,0,1
Roko Karanusic,2003,0,2
Roko Karanusic,2004,0,1
Roko Karanusic,2006,0,2
Roko Karanusic,2012,0,1
Ruben Ramirez Hidalgo,2002,0,2
Ruben Ramirez Hidalgo,2015,0,1
Rui Machado,2005,0,1
Ryan Harrison,2008,0,3
Ryan Harrison,2009,0,1
Sam Groth,2012,0,1
Sam Groth,2018,0,1
Sargis Sargsian,2006,0,2
Scott Draper,2005,0,3
Sebastien De Chaunac,2001,0,1
Sebastien De Chaunac,2006,0,1
Sebastien Lareau,2001,0,4
Sergei Bubka,2008,0,2
Sergei Bubka,2014,0,6
Sergi Bruguera,1998,0,4
Sergi Bruguera,1999,0,1
Sergio Roitman,2005,0,1
Sergio Roitman,2009,0,6
Sergiy Stakhovsky,2004,0,1
Simon Greul,2005,0,1
Simone Bolelli,2006,0,3
Simone Vagnozzi,2006,0,1
Somdev Devvarman,2007,0,1
Stan Wawrinka,2004,0,3
Stefan Koubek,1998,0,1
Stefano Travaglia,2013,0,1
Stephane Bohli,2004,0,1
Stephane Bohli,2005,0,1
Stephane Robert,2004,0,1
Stephane Robert,2019,0,3
Steven Diez,2010,0,1
Steven Diez,2011,0,1
Steven Diez,2012,0,1
Steven Diez,2018,0,1
Takao Suzuki,1999,0,6
Takao Suzuki,2001,0,1
Takao Suzuki,2011,0,1
Taylor Dent,1999,0,2
Taylor Dent,2008,0,2
Taylor Fritz,2014,0,1
Tennys Sandgren,2009,0,1
Tennys Sandgren,2011,0,1
Tennys Sandgren,2014,0,2
Tennys Sandgren,2015,0,2
Teymuraz Gabashvili,2004,0,2
Thanasi Kokkinakis,2016,0,1
Thiago Monteiro,2011,0,1
Thiago Monteiro,2013,0,1
Thiemo de Bakker,2018,0,2
Thiemo de Bakker,2019,0,1
Thierry Ascione,2002,0,1
Thomas Fabbiano,2007,0,1
Thomas Fabbiano,2009,0,2
Thomas Fabbiano,2010,0,1
Thomas Fabbiano,2014,0,5
Thomas Johansson,2009,0,1
Thomaz Bellucci,2007,0,1
Thomaz Bellucci,2019,0,1
Tobias Kamke,2019,0,2
Tomas Zib,2001,0,7
Tomas Zib,2006,0,10
Tommy Robredo,2000,0,2
Tommy Robredo,2019,0,2
Uladzimir Ignatik,2012,0,2
Vasek Pospisil,2008,0,1
Vasek Pospisil,2009,0,1
Vasek Pospisil,2010,0,2
Victor Crivoi,2007,0,3
Victor Estrella Burgos,2012,0,4
Victor Hanescu,2006,0,4
Victor Hanescu,2016,0,1
Vincent Millot,2009,0,2
Vincent Spadea,2001,0,2
Vincent Spadea,2010,0,1
Vladimir Voltchkov,1998,0,1
Vladimir Voltchkov,1999,0,5
Vladimir Voltchkov,2005,0,1
Wayne Black,1998,0,2
Wayne Black,2002,0,2
Wayne Odesnik,2004,0,2
Wayne Odesnik,2005,0,2
Wayne Odesnik,2006,0,1
Wesley Moodie,2002,0,1
Wesley Moodie,2009,0,1
Woong-Sun Jun,2011,0,1
Woong-Sun Jun,2012,0,1
Woong-Sun Jun,2015,0,1
Yannick Hanfmann,2010,0,1
Yannick Mertens,2008,0,1
Yannick Mertens,2013,0,2
Yannick Mertens,2014,0,3
Yannick Mertens,2018,0,3
Yoshihito Nishioka,2013,0,1
Younes El Aynaoui,2004,0,4
Younes El Aynaoui,2005,0,6
Yuichi Sugita,2007,0,2
Yuichi Sugita,2008,0,2
Yuichi Sugita,2019,0,1
Yuki Bhambri,2009,0,2
Yuki Bhambri,2011,0,1
Yuki Bhambri,2016,0,3
Yuri Schukin,2001,0,2
Yuri Schukin,2005,0,1
Yuri Schukin,2012,0,4
Yuri Schukin,2013,0,1
Ze Zhang,2009,0,1
Ze Zhang,2016,0,1
Ze Zhang,2017,0,3
Ze Zhang,2018,0,2
Ze Zhang,2019,0,1
